code,sex,age
gsc_fe8fbf6e,0,0
gsc_768dbd9d,1,0
gsc_1ca0acd5,1,0.5
gsc_ab6d6072,1,0.75
gsc_d8dd5615,0,0.833333333
gsc_7e669878,0,0.916666667
gsc_59706800,1,1
gsc_c517d9e9,1,1
gsc_09ab6fd3,1,1
gsc_457bcd86,0,1
gsc_c7c5d889,0,1
gsc_2ba60d38,0,1
gsc_8a595aea,1,1
gsc_e3c8012d,1,1
gsc_d6a202ad,0,1
gsc_b0c6f1ff,0,1
gsc_69e9072c,1,1
gsc_56336c46,1,1.75
gsc_e451dc60,1,2
gsc_b42b881e,1,2
gsc_fa6cfb1f,1,2
gsc_67eff99f,0,2
gsc_4a072164,1,2
gsc_eb2cf4ba,1,2
gsc_0295a863,0,2
gsc_db4ed204,1,2
gsc_29c4b623,0,2
gsc_5b368e76,1,2
gsc_144539d1,1,2
gsc_d6cfce85,1,2
gsc_4adbae76,1,2
gsc_b777c036,1,2
gsc_e9a648ea,0,2
gsc_96b373ef,1,2
gsc_9daf1b4a,1,2
gsc_f9c7b19d,1,3
gsc_7d99da19,0,3
gsc_74d7eafa,0,3
gsc_0f4fb0f9,0,3
gsc_68b4d7be,0,3
gsc_b7f95d2d,1,3
gsc_1f083fc3,1,3
gsc_50f062ea,0,3
gsc_0b2362f1,0,3
gsc_14c0a8a4,0,3
gsc_67d6ae5d,1,3
gsc_6131559c,1,3
gsc_24dae5c6,0,3
gsc_55c9587b,0,3
gsc_fd5ecb4b,0,3
gsc_1090fcc4,1,3
gsc_896b5ee1,1,3
gsc_94007995,1,3
gsc_c50b78f4,1,3
gsc_3cd7e249,0,3
gsc_4bfba6c9,1,3
gsc_099c15e6,1,3
gsc_c24a1aca,0,3
gsc_c08d37db,0,3
gsc_21abc58a,0,3
gsc_d168ef8d,1,3
gsc_703ae428,1,3
gsc_c63d5f91,1,3
gsc_8f2aa832,1,3
gsc_65b43407,0,3
gsc_e31de9d3,0,3
gsc_033a9e3a,1,3
gsc_05a71e67,0,3
gsc_e0e5cb3e,1,3
gsc_862a0c38,0,4
gsc_0097afc9,1,4
gsc_3257ef6f,1,4
gsc_46618121,0,4
gsc_dafc5c95,1,4
gsc_1cac1aa1,0,4
gsc_d7e0e37c,0,4
gsc_a38eee82,0,4
gsc_627bb417,0,4
gsc_d0e9c9f4,1,4
gsc_5b0ec66b,1,4
gsc_8bda38eb,1,4
gsc_97be3027,1,4
gsc_fd9f1697,1,4
gsc_f9ab0382,0,4
gsc_512ad9b8,0,4
gsc_7e83538f,0,4
gsc_ac7430be,1,4
gsc_51e91609,1,4
gsc_13f9ae58,0,4
gsc_6543c9da,0,4
gsc_45ed743e,1,4
gsc_6775da7d,1,4
gsc_cae4f3d2,0,4
gsc_540ec426,1,4
gsc_a954e57f,1,4
gsc_ee9363fa,0,4
gsc_0b258d3c,1,4
gsc_c2d93a2a,0,4
gsc_f3add715,0,4
gsc_04adb9ca,1,4
gsc_97d8809c,0,4
gsc_d1a3090d,1,4
gsc_8d6bd3df,1,4
gsc_1c7caa57,1,4
gsc_a0664eb3,0,4
gsc_615a60ea,0,4
gsc_3fde7927,1,4
gsc_1d331683,1,4
gsc_45a1cb2d,0,4
gsc_552428e2,1,4
gsc_337736a6,0,4
gsc_ef09fb2c,0,4
gsc_bea0459c,0,4
gsc_730f7449,1,5
gsc_94a36ac0,0,5
gsc_45a9f0db,0,5
gsc_173d21c0,1,5
gsc_13a00588,0,5
gsc_1e5a5ae8,0,5
gsc_ea6a186c,1,5
gsc_9f820f7e,1,5
gsc_967c6645,1,5
gsc_e3add9e0,1,5
gsc_f0c91c10,0,5
gsc_7f3b841e,0,5
gsc_54fe5d8e,0,5
gsc_dba65eb9,0,5
gsc_caf7a549,0,5
gsc_d887965a,1,5
gsc_31d0b243,1,5
gsc_78302703,0,5
gsc_709f12b7,0,5
gsc_0e1400e0,1,5
gsc_b406eb86,1,5
gsc_ebc5d87e,1,5
gsc_0cb334f9,1,5
gsc_4470dd50,0,5
gsc_853c57e9,1,5
gsc_021345dd,0,5
gsc_dcaf440a,0,5
gsc_40de6cce,0,5
gsc_b650194b,1,5
gsc_b135200a,0,5
gsc_53acc475,0,5
gsc_0a997a17,1,5
gsc_706bbe93,0,5
gsc_2229484c,1,5
gsc_8c1e391b,1,5
gsc_5e56b52c,1,5
gsc_4b2d8181,1,5
gsc_13b1a6e1,0,5
gsc_2685c1d4,0,5
gsc_64a41960,1,5
gsc_6ab9b01e,1,5
gsc_276c29f5,0,5
gsc_7f5b9ea0,0,5
gsc_0f4b289a,0,5
gsc_a923490a,1,5
gsc_9296046d,1,5
gsc_70ba880f,0,5
gsc_b197fae6,1,5
gsc_4590540c,1,5
gsc_da473404,1,5
gsc_c6ccc634,1,5
gsc_52b99a5b,0,5
gsc_c29b718c,1,5
gsc_3ce25a4d,1,5
gsc_aabcfa9a,1,5
gsc_507b4183,0,5
gsc_9a71c345,1,5
gsc_00796c51,0,5
gsc_34a73a8c,1,5
gsc_64568505,1,5
gsc_75b3ecdd,1,5
gsc_7162ae21,0,5
gsc_e8d64a27,0,5
gsc_3cb6d874,0,5
gsc_d14eba06,1,5
gsc_671534a6,0,5
gsc_e95d5a52,1,5
gsc_a2d196ac,1,5
gsc_55649198,0,5
gsc_c80801ce,0,5
gsc_3dc62886,1,5
gsc_53a6bb48,1,5
gsc_ab7cf7ab,1,5
gsc_9f489ff1,1,5
gsc_ded15c8e,0,5
gsc_272a6ee3,1,5
gsc_c34aa83d,0,5
gsc_206d7b4b,1,5
gsc_83d39c2b,1,5
gsc_23a00917,0,5
gsc_7c4354ef,0,5
gsc_c8fba7de,1,5
gsc_30a8338c,0,6
gsc_bbbbedff,0,6
gsc_00017754,0,6
gsc_f76bb02e,1,6
gsc_34fc30d5,0,6
gsc_c646b457,1,6
gsc_82a9ffa6,1,6
gsc_1960970e,0,6
gsc_76bec5f2,0,6
gsc_e2b74bcf,0,6
gsc_a5658493,1,6
gsc_6608d93a,1,6
gsc_bcfba361,0,6
gsc_b4d1849c,1,6
gsc_1570e04d,1,6
gsc_ee13dd08,1,6
gsc_f052410f,0,6
gsc_ed0bfda1,1,6
gsc_8252b28d,0,6
gsc_3471a530,0,6
gsc_c105e394,1,6
gsc_ae5a211b,0,6
gsc_4d8907df,1,6
gsc_7ed5374d,1,6
gsc_ac519091,0,6
gsc_e92c1b94,0,6
gsc_af903eb1,0,6
gsc_80567796,1,6
gsc_9e496af2,0,6
gsc_bd305264,0,6
gsc_a3cc071c,0,6
gsc_46fd1274,0,6
gsc_c62e1426,0,6
gsc_99286ff7,0,6
gsc_b2c7e741,0,6
gsc_b3de9695,0,6
gsc_16dbab88,1,6
gsc_e4645a39,0,6
gsc_2ed7b8d2,0,6
gsc_258794e9,1,6
gsc_b88745c4,0,6
gsc_03e80fce,0,6
gsc_ef063c5e,1,6
gsc_18c89141,0,6
gsc_7f95f2d2,0,6
gsc_4a0791c4,0,6
gsc_eed9ce9e,0,6
gsc_efa81ffe,1,6
gsc_71d3d402,1,6
gsc_223d809a,0,6
gsc_53a033ca,1,6
gsc_fe4d2709,0,6
gsc_154c8cee,1,6
gsc_14672e68,0,6
gsc_8299c846,0,6
gsc_cb30deb4,0,6
gsc_d2b99f13,0,6
gsc_12840c6d,1,6
gsc_11812d9c,0,6
gsc_eee2cd46,1,6
gsc_07aa955e,0,6
gsc_994f12e0,1,6
gsc_2f21d5e5,0,6
gsc_145f20dc,1,6
gsc_7911e39f,0,6
gsc_ad783916,0,6
gsc_faddc650,0,6
gsc_6730dd12,0,6
gsc_93e9a531,1,6
gsc_fbf9301a,1,6
gsc_fddde3b0,1,6
gsc_8b187081,1,6
gsc_ff424b1e,1,6
gsc_935eb815,0,6
gsc_74099cbd,0,6
gsc_aeba5e81,1,6
gsc_748da572,0,6
gsc_e327ae1e,0,6
gsc_b6f20224,1,6
gsc_8be1a20e,0,6
gsc_a9542218,1,6
gsc_723a8f8e,1,6
gsc_f225058c,0,6
gsc_85dd297b,0,6
gsc_8793e90f,1,6
gsc_2b450da8,1,6
gsc_c8a6e02d,1,6
gsc_80da02cc,0,7
gsc_a4a77c2a,1,7
gsc_5c6a03eb,0,7
gsc_504f3032,1,7
gsc_a3f87546,0,7
gsc_dfcb19e2,0,7
gsc_ee09d654,0,7
gsc_73f7441d,1,7
gsc_711bca06,1,7
gsc_c5396da5,1,7
gsc_d926f42e,1,7
gsc_9beefbc0,1,7
gsc_796b01b0,0,7
gsc_e6ab3475,1,7
gsc_2131047b,0,7
gsc_764a51bb,0,7
gsc_a734b371,1,7
gsc_6bec1ece,0,7
gsc_62adbf7e,0,7
gsc_38e6edf3,0,7
gsc_e773092a,0,7
gsc_dcc70514,0,7
gsc_70488403,1,7
gsc_9bc74d58,1,7
gsc_f0df3e54,0,7
gsc_d61681bb,0,7
gsc_6a065205,0,7
gsc_b5fe96cf,0,7
gsc_edb8edaf,1,7
gsc_9d771a17,1,7
gsc_7e4f4ea1,1,7
gsc_f0dd7a6f,0,7
gsc_f83b6b42,1,7
gsc_be027a6c,0,7
gsc_dd9dd90a,1,7
gsc_c4274cf4,0,7
gsc_bfdd3178,1,7
gsc_ea61d239,0,7
gsc_9476041c,0,7
gsc_7c2f6416,1,7
gsc_58ccb58f,1,7
gsc_39207b5a,0,7
gsc_f5371ee2,0,7
gsc_c6ef2f68,0,7
gsc_d5ab3721,0,7
gsc_a474ee70,1,7
gsc_97e699a0,1,7
gsc_ffb05050,0,7
gsc_f95278dd,1,7
gsc_43907f1e,0,7
gsc_7c3e4c07,1,7
gsc_40ea6a39,1,7
gsc_b4fb7bb2,0,7
gsc_ec79f9c9,1,7
gsc_b9308cf9,0,7
gsc_9e780d7f,0,7
gsc_8246af22,1,7
gsc_60718bb6,1,7
gsc_a67b1da6,1,7
gsc_b8f2457c,1,7
gsc_b45d3225,0,7
gsc_6dcadff8,0,7
gsc_3992d92b,1,7
gsc_d68f6150,0,7
gsc_e268ce35,0,7
gsc_0722ca1d,0,7
gsc_81870510,0,7
gsc_b0ff7160,1,7
gsc_efa2d6cb,0,7
gsc_9982a7d6,0,7
gsc_a6490bea,1,7
gsc_6f9bde22,1,7
gsc_82a8915b,0,7
gsc_8ba0fb2b,1,7
gsc_1d46a6e9,1,7
gsc_c30f8d26,0,7
gsc_b5d715a0,0,7
gsc_f2295b9b,1,7
gsc_e5b2d800,0,7
gsc_ddaaf1f8,0,7
gsc_175dc9e5,1,7
gsc_e641df20,0,7
gsc_080fb548,1,7
gsc_aab7c204,0,7
gsc_424e96ec,1,7
gsc_d7069c07,0,7
gsc_5a633e1b,0,7
gsc_a5a1f54b,1,7
gsc_54c645ce,0,7
gsc_7b13c248,1,7
gsc_eba75463,0,7
gsc_c5a21863,0,7
gsc_1a1076c3,0,7
gsc_53ac3738,1,7
gsc_4c678674,1,7
gsc_9d1c6645,1,7
gsc_0252fc1a,0,7
gsc_dac7d31e,1,7
gsc_1e08cc6e,0,7
gsc_efed170b,1,7
gsc_f7b2be48,1,7
gsc_8d581575,1,7
gsc_1239de4b,0,7
gsc_38dd92de,0,7
gsc_a87a2a1a,0,7
gsc_360ed4b6,1,7
gsc_48b1a9ea,1,7
gsc_04f23eb4,1,7
gsc_1d77a44b,0,8
gsc_fec79124,0,8
gsc_b587023d,0,8
gsc_7f3ef070,0,8
gsc_9c9eca44,1,8
gsc_3775acbf,0,8
gsc_d20a00af,0,8
gsc_90ae791c,0,8
gsc_97f860ca,1,8
gsc_22b16f4b,1,8
gsc_6589d883,0,8
gsc_41e244b5,1,8
gsc_1f281ab7,1,8
gsc_6c264774,0,8
gsc_ad4a2f6f,1,8
gsc_c9752cd1,0,8
gsc_ee1b094d,1,8
gsc_d4c000d9,0,8
gsc_2fcb3998,1,8
gsc_94725a9e,0,8
gsc_dbbec08b,1,8
gsc_31f6d525,1,8
gsc_97b3a595,0,8
gsc_6c3a64e3,1,8
gsc_bdaa2b6c,1,8
gsc_2105c3c9,0,8
gsc_95d13eb5,1,8
gsc_50306d3e,1,8
gsc_9aa3bcaa,0,8
gsc_51455a12,1,8
gsc_c03f879e,0,8
gsc_56dbd0ab,1,8
gsc_eba4a614,0,8
gsc_6eb23e2e,0,8
gsc_399652ce,0,8
gsc_84ba9989,0,8
gsc_69999d26,0,8
gsc_e37ec5b4,1,8
gsc_46b63fc3,0,8
gsc_d288fd13,1,8
gsc_b1f19ec7,0,8
gsc_5ee06c55,0,8
gsc_98b680d7,0,8
gsc_fae879d1,1,8
gsc_0e24e56d,0,8
gsc_4db694ca,0,8
gsc_9575b00e,1,8
gsc_18b20e54,0,8
gsc_fad3f1cb,1,8
gsc_0dcf3f50,0,8
gsc_639a1dc6,1,8
gsc_7b2346e8,0,8
gsc_a53b72d3,1,8
gsc_867a2ffd,0,8
gsc_7198b481,1,8
gsc_ebb1f805,1,8
gsc_1ff06bc5,1,8
gsc_5cb9acfd,1,8
gsc_e23b1a29,0,8
gsc_dd2e11d0,0,8
gsc_e5238c85,0,8
gsc_d88d70f6,0,8
gsc_4fb60517,1,8
gsc_15731e96,1,8
gsc_d5c66d90,0,8
gsc_530aa6b7,1,8
gsc_c07249d9,1,8
gsc_022e8276,0,8
gsc_9e45a71e,0,8
gsc_da48a90d,1,8
gsc_a47e76b0,1,8
gsc_b084a26e,0,8
gsc_91492386,0,8
gsc_ba4f3806,0,8
gsc_db27d985,1,8
gsc_0386a4f8,0,8
gsc_f03b3f8f,1,8
gsc_13c0dd88,0,8
gsc_95f9de9c,1,8
gsc_915bf80f,0,8
gsc_ff56972f,0,8
gsc_48de1ea0,1,8
gsc_1d466f57,1,8
gsc_dfff4017,0,8
gsc_ac18272f,1,8
gsc_2f8561d5,0,8
gsc_bb10f964,0,8
gsc_203c4d91,0,8
gsc_d34da9b7,0,8
gsc_70e9f5f7,0,8
gsc_26a36d4f,1,8
gsc_2ea81f9e,1,8
gsc_095542f5,0,8
gsc_94ffc0de,0,8
gsc_0ad530ce,1,8
gsc_6187eb48,1,8
gsc_f52c2263,1,9
gsc_7c0d2984,1,9
gsc_418eba10,1,9
gsc_73f11635,1,9
gsc_bfc063d4,0,9
gsc_18d148b3,1,9
gsc_b828e9fa,1,9
gsc_e46ca80f,0,9
gsc_15cbd9c3,0,9
gsc_27caeb00,1,9
gsc_c3d50f3f,0,9
gsc_da2c5aba,0,9
gsc_39bf107f,0,9
gsc_968c2594,1,9
gsc_636d6963,1,9
gsc_09422cc9,1,9
gsc_405b4ed4,1,9
gsc_5f963fc0,1,9
gsc_55a001bc,0,9
gsc_11a0ff37,1,9
gsc_46fb5f3c,0,9
gsc_7163b189,1,9
gsc_22fb8912,1,9
gsc_f3b7b827,0,9
gsc_82ed43d0,0,9
gsc_debfb0b3,0,9
gsc_1672785a,0,9
gsc_6742eecb,0,9
gsc_2a53a2c1,1,9
gsc_66b23aaf,0,9
gsc_a9a15af9,0,9
gsc_e2d17c36,1,9
gsc_243c8363,0,9
gsc_13001253,1,9
gsc_208c0606,0,9
gsc_13e76f63,0,9
gsc_6a05e8a1,0,9
gsc_af89abdc,1,9
gsc_d6206180,1,9
gsc_7fdf65ea,0,9
gsc_0189436e,0,9
gsc_7122a8d3,1,9
gsc_019de170,0,9
gsc_e1cd0ec5,0,9
gsc_9cd0099a,1,9
gsc_d793f0f1,1,9
gsc_a7e21498,0,9
gsc_b08b4ec2,0,9
gsc_839f2382,1,9
gsc_2713d006,0,9
gsc_301c5f88,1,9
gsc_971e2bf6,1,9
gsc_54c6dfe7,1,9
gsc_cabcfd68,1,9
gsc_fbe25475,0,9
gsc_c0e8ee22,1,9
gsc_afaca50c,0,9
gsc_ddeb7330,0,9
gsc_b38a5e08,1,9
gsc_4c8dc142,1,9
gsc_f56fa400,0,9
gsc_d8e2d0be,0,9
gsc_3d2ac27a,0,9
gsc_a73cec95,1,9
gsc_615b165b,0,9
gsc_3cb9fdad,0,9
gsc_65f4d5f6,0,9
gsc_ed65dc91,1,9
gsc_b9bfb0ec,0,9
gsc_824ec90a,0,9
gsc_62f5f202,0,9
gsc_d8c8ee54,0,9
gsc_265f0bd3,0,9
gsc_49542943,0,9
gsc_79b9a6bd,0,9
gsc_9dd3a974,0,9
gsc_2d8b5fbc,0,9
gsc_2351f615,0,9
gsc_bc0368d8,0,9
gsc_1dab950c,1,9
gsc_b88a1edd,0,9
gsc_58d52082,1,9
gsc_0a2620b6,0,9
gsc_33798c3b,1,9
gsc_efd4e6f7,1,9
gsc_eee8aaa5,0,9
gsc_3c5cb28b,1,9
gsc_231ebc87,0,9
gsc_6cee40b4,0,9
gsc_a796740b,1,9
gsc_1f6d30db,1,9
gsc_a60b1a1f,1,9
gsc_a36db8fe,1,9
gsc_5dbd6461,0,9
gsc_f2b45eb5,0,9
gsc_59f195c9,0,9
gsc_179ecc3e,1,9
gsc_8e0a7c65,0,9
gsc_75cba328,0,9
gsc_77ca6524,0,9
gsc_7002c53d,0,9
gsc_61f6c0e3,0,9
gsc_10de70c8,1,9
gsc_97436950,1,9
gsc_baeec4ad,1,9
gsc_9b2470a1,1,9
gsc_d70ae673,1,9
gsc_9f4d9b9d,0,9
gsc_50ea2d1b,1,9
gsc_82e684d3,0,9
gsc_60bfdd35,0,9
gsc_3ab0f383,0,9
gsc_bdaab2e5,0,9
gsc_ab140503,1,10
gsc_82a60428,0,10
gsc_8c559f6c,1,10
gsc_1a822c25,0,10
gsc_746a722c,0,10
gsc_07799552,1,10
gsc_6ce5f503,1,10
gsc_1a158e29,1,10
gsc_65506804,1,10
gsc_562b6bd7,1,10
gsc_1d4876d7,1,10
gsc_7ab30bbb,0,10
gsc_f894b137,0,10
gsc_e9eb2d40,0,10
gsc_e2e22d68,0,10
gsc_53f0251e,1,10
gsc_7e5db303,1,10
gsc_a6bf14f9,0,10
gsc_e96d88de,1,10
gsc_cf4eb3ee,1,10
gsc_e1ebc562,0,10
gsc_c8d80421,0,10
gsc_3107a925,1,10
gsc_af857170,0,10
gsc_bdd8c5c4,0,10
gsc_c1913c38,0,10
gsc_628d2e25,0,10
gsc_e90d1d3f,1,10
gsc_f31ef7d2,1,10
gsc_e72f107b,1,10
gsc_6f8bc291,1,10
gsc_0e9f1a52,0,10
gsc_f55f3027,1,10
gsc_15388b9e,0,10
gsc_bf5a4c7e,1,10
gsc_67c5756e,1,10
gsc_6a5f45de,0,10
gsc_c4d9a5b7,1,10
gsc_061a4b3f,1,10
gsc_68b902f4,0,10
gsc_70311168,1,10
gsc_95fbd1fb,1,10
gsc_a2a959ca,1,10
gsc_080a69a0,1,10
gsc_cee6d6ed,0,10
gsc_a13ff2f2,1,10
gsc_88cc3996,1,10
gsc_67c5496e,1,10
gsc_85b81c98,0,10
gsc_b889d8d2,1,10
gsc_6368fe0f,0,10
gsc_6bff06ca,1,10
gsc_2931e77d,0,10
gsc_3ffd4c7b,1,10
gsc_b5aea31b,1,10
gsc_a723f030,0,10
gsc_f8ad22a7,1,10
gsc_dcd4d88e,0,10
gsc_ecb40fe2,0,10
gsc_623ed263,1,10
gsc_e39cda29,0,10
gsc_2def61f5,1,10
gsc_22388aa4,1,10
gsc_60c023fa,0,10
gsc_5298781e,1,10
gsc_bf1d3a75,0,10
gsc_9098bf9f,0,10
gsc_8737419c,1,10
gsc_52202ffb,1,10
gsc_1793f046,1,10
gsc_d01a2f96,0,10
gsc_5e04e7b1,0,10
gsc_e2ac6ea1,1,10
gsc_6d63486a,0,10
gsc_76099b3d,0,10
gsc_90347b22,0,10
gsc_64e80444,1,10
gsc_a5af1497,0,10
gsc_19634eee,1,10
gsc_6b5105e0,1,10
gsc_8a406173,1,10
gsc_31e869ae,1,10
gsc_65ff9777,1,10
gsc_4e6a1d31,0,10
gsc_ae923527,1,10
gsc_86c96cef,1,10
gsc_bfc836b9,1,10
gsc_a9d745b9,0,10
gsc_5bded8dd,1,10
gsc_3b2456fa,0,10
gsc_104ed880,0,10
gsc_b4fcf06c,1,10
gsc_173a2146,1,10
gsc_9b2a3cb7,0,10
gsc_f3b6885a,0,10
gsc_cf62316e,1,10
gsc_b491bf66,1,10
gsc_b22e1975,1,10
gsc_c3f9165d,0,10
gsc_9eae670d,1,10
gsc_7ee86c20,1,10
gsc_4ed0cd54,0,10
gsc_3db0bc4d,0,10
gsc_bdead799,0,10
gsc_e2b5fbc4,0,10
gsc_66ea3623,1,10
gsc_73652763,1,10
gsc_d756552f,0,10
gsc_fb73d3da,1,10
gsc_c4db6e38,0,10
gsc_6fb8cc4c,0,10
gsc_327d7c08,1,10
gsc_5dfabf68,1,10
gsc_541c9fc2,0,10
